New Case Report for UnIted sTatEs
      Date 	 New Cases 	 NewCases/1M
10/13/2020               0             0.0000            0              0.0000 
10/14/2020               0             0.0000            0              0.0000 
10/15/2020               0             0.0000            0              0.0000 
10/16/2020               0             0.0000            0              0.0000 
10/17/2020               0             0.0000            0              0.0000 
10/18/2020               0             0.0000            0              0.0000 
10/19/2020               0             0.0000            0              0.0000 
10/20/2020               0             0.0000            0              0.0000 
10/21/2020               0             0.0000            0              0.0000 
10/22/2020               0             0.0000            0              0.0000 
10/23/2020               0             0.0000            0              0.0000 
10/24/2020               0             0.0000            0              0.0000 
10/25/2020               0             0.0000            0              0.0000 
10/26/2020               0             0.0000            0              0.0000 
10/27/2020               0             0.0000            0              0.0000 
10/28/2020               0             0.0000            0              0.0000 
10/29/2020               0             0.0000            0              0.0000 
10/30/2020               0             0.0000            0              0.0000 
10/31/2020               0             0.0000            0              0.0000 
11/01/2020               0             0.0000            0              0.0000 
11/02/2020               0             0.0000            0              0.0000 
11/03/2020               0             0.0000            0              0.0000 
11/04/2020               0             0.0000            0              0.0000 
11/05/2020               0             0.0000            0              0.0000 
11/06/2020               0             0.0000            0              0.0000 
11/07/2020               0             0.0000            0              0.0000 
11/08/2020               0             0.0000            0              0.0000 
11/09/2020               0             0.0000            0              0.0000 
11/10/2020               0             0.0000            0              0.0000 
11/11/2020               0             0.0000            0              0.0000 
11/12/2020               0             0.0000            0              0.0000 
11/13/2020               0             0.0000            0              0.0000 
11/14/2020               0             0.0000            0              0.0000 
11/15/2020               0             0.0000            0              0.0000 
11/16/2020               0             0.0000            0              0.0000 
11/17/2020               0             0.0000            0              0.0000 
11/18/2020               0             0.0000            0              0.0000 
11/19/2020               0             0.0000            0              0.0000 
11/20/2020               0             0.0000            0              0.0000 
11/21/2020               0             0.0000            0              0.0000 
11/22/2020               0             0.0000            0              0.0000 
11/23/2020               0             0.0000            0              0.0000 
11/24/2020               0             0.0000            0              0.0000 
11/25/2020               0             0.0000            0              0.0000 
11/26/2020               0             0.0000            0              0.0000 
11/27/2020               0             0.0000            0              0.0000 
11/28/2020               0             0.0000            0              0.0000 
11/29/2020               0             0.0000            0              0.0000 
11/30/2020               0             0.0000            0              0.0000 
12/01/2020               0             0.0000            0              0.0000 
12/02/2020               0             0.0000            0              0.0000 
12/03/2020               0             0.0000            0              0.0000 
12/04/2020               0             0.0000            0              0.0000 
12/05/2020               0             0.0000            0              0.0000 
12/06/2020               0             0.0000            0              0.0000 
12/07/2020               0             0.0000            0              0.0000 
12/08/2020               0             0.0000            0              0.0000 
12/09/2020               0             0.0000            0              0.0000 
12/10/2020               0             0.0000            0              0.0000 
12/11/2020               0             0.0000            0              0.0000 
12/12/2020               0             0.0000            0              0.0000 
12/13/2020               0             0.0000            0              0.0000 
12/14/2020               0             0.0000            5              0.0000 
12/15/2020             718             0.0019          723              0.0000 
12/16/2020           2,300             0.0061        3,023              0.0100 
12/17/2020           4,179             0.0111        7,202              0.0200 
12/18/2020           3,972             0.0105       11,174              0.0300 
12/19/2020             720             0.0019       11,894              0.0300 
12/20/2020             844             0.0022       12,738              0.0300 
12/21/2020           8,128             0.0215       20,866              0.0600 
12/22/2020           5,737             0.0152       26,603              0.0700 
12/23/2020           8,486             0.0225       35,089              0.0900 
12/24/2020          10,309             0.0273       45,398              0.1200 
12/25/2020               0             0.0000       45,398              0.1200 
12/26/2020           3,019             0.0080       48,417              0.1300 
12/27/2020           3,863             0.0102       52,280              0.1400 
12/28/2020           7,169             0.0190       59,449              0.1600 
12/29/2020          11,014             0.0292       70,463              0.1900 
12/30/2020          13,679             0.0362       84,142              0.2200 
12/31/2020          13,440             0.0356       97,582              0.2600 
01/01/2021           6,208             0.0164      103,790              0.2700 
01/02/2021           4,942             0.0131      108,732              0.2900 
01/03/2021           5,302             0.0140      114,034              0.3000 
01/04/2021          23,701             0.0628      137,735              0.3600 
01/05/2021          17,462             0.0463      155,197              0.4100 
01/06/2021          28,163             0.0746      183,360              0.4900 
01/07/2021          36,086             0.0956      219,446              0.5800 
01/08/2021          41,208             0.1092      260,654              0.6900 
01/09/2021          35,587             0.0943      296,241              0.7800 
01/10/2021          23,362             0.0619      319,603              0.8500 
01/11/2021          39,446             0.1045      359,049              0.9500 
01/12/2021          29,444             0.0780      388,493              1.0300 
01/13/2021          30,716             0.0814      419,209              1.1100 
01/14/2021          40,283             0.1067      459,492              1.2200 
01/15/2021          48,195             0.1277      507,687              1.3500 
01/16/2021          35,604             0.0943      543,291              1.4400 
01/17/2021          27,451             0.0727      570,742              1.5100 
01/18/2021          43,924             0.1164      614,666              1.6300 
01/19/2021          38,987             0.1033      653,653              1.7300 
01/20/2021          42,589             0.1128      696,242              1.8400 
01/21/2021          42,622             0.1129      738,864              1.9600 
01/22/2021          37,742             0.1000      776,606              2.0600 
01/23/2021          24,632             0.0653      801,238              2.1200 
01/24/2021          15,213             0.0403      816,451              2.1600 
01/25/2021          23,498             0.0623      839,949              2.2300 
01/26/2021          28,505             0.0755      868,454              2.3000 
01/27/2021          22,870             0.0606      891,324              2.3600 
01/28/2021          24,703             0.0655      916,027              2.4300 
01/29/2021          21,172             0.0561      937,199              2.4800 
01/30/2021          15,013             0.0398      952,212              2.5200 
01/31/2021           5,017             0.0133      957,229              2.5400 
02/01/2021          18,263             0.0484      975,492              2.5800 
02/02/2021          12,710             0.0337      988,202              2.6200 
02/03/2021          13,266             0.0351    1,001,468              2.6500 
02/04/2021          18,598             0.0493    1,020,066              2.7000 
02/05/2021          22,835             0.0605    1,042,901              2.7600 
02/06/2021          21,469             0.0569    1,064,370              2.8200 
02/07/2021          12,927             0.0343    1,077,297              2.8500 
02/08/2021          21,449             0.0568    1,098,746              2.9100 
02/09/2021          25,771             0.0683    1,124,517              2.9800 
02/10/2021          29,760             0.0789    1,154,277              3.0600 
02/11/2021          32,412             0.0859    1,186,689              3.1400 
02/12/2021          35,150             0.0931    1,221,839              3.2400 
02/13/2021          33,237             0.0881    1,255,076              3.3300 
02/14/2021          17,824             0.0472    1,272,900              3.3700 
02/15/2021           9,861             0.0261    1,282,761              3.4000 
02/16/2021          26,157             0.0693    1,308,918              3.4700 
02/17/2021          20,480             0.0543    1,329,398              3.5200 
02/18/2021          27,025             0.0716    1,356,423              3.5900 
02/19/2021          47,850             0.1268    1,404,273              3.7200 
02/20/2021          49,707             0.1317    1,453,980              3.8500 
02/21/2021          42,397             0.1123    1,496,377              3.9600 
02/22/2021          61,733             0.1636    1,558,110              4.1300 
02/23/2021          48,362             0.1281    1,606,472              4.2600 
02/24/2021          46,090             0.1221    1,652,562              4.3800 
02/25/2021          58,893             0.1560    1,711,455              4.5300 
02/26/2021          67,251             0.1782    1,778,706              4.7100 
02/27/2021          61,729             0.1636    1,840,435              4.8800 
02/28/2021          46,624   
